council_district,street_name,block_range,limits,schedule,add_schedule
5,BLACK MTN RD,12850 - 13099,PIMPERNEL DR - TWIN TRAILS DR,"Not Posted, Both Sides Tue",
5,BLACK MTN RD,13100 - 13299,TWIN TRAILS DR - PASEO MONTALBAN,"Not Posted, Both Sides Tue",
5,BLACK MTN RD,13300 - 13399,PASEO MONTALBAN - FALL RIVER WY,"Not Posted, Both Sides Tue",
5,BLACK MTN RD,13400 - 13499,FALL RIVER WY - CARMEL MTN RD,"Not Posted, Both Sides Tue",
5,BLACK MTN RD,13500 - 13599,CARMEL MTN RD - DEFREITAS AV,"Not Posted, Both Sides Tue",
5,BLACK MTN RD,13600 - 13799,DEFREITAS AV - OVIEDO ST,"Not Posted, Both Sides Tue",
5,BLACK MTN RD,13800 - 13949,OVIEDO ST - LETHBRIDGE WY,"Not Posted, Both Sides Tue",
5,BLACK MTN RD,13950 - 14199,LETHBRIDGE WY - STARGAZE AV,"Not Posted, Both Sides Tue",
5,BLACK MTN RD,14200 - 14399,STARGAZE AV - WESTVALE RD,"Not Posted, Both Sides Tue",
5,BLACK MTN RD,14400 - 14499,WESTVALE RD - MALER RD,"Not Posted, Both Sides Tue",
5,BLACK MTN RD,14500 - 14549,MALER RD - CALLE DE VISTA OESTE,"Not Posted, Both Sides Tue",
5,BLACK MTN RD,14550 - 14599,CALLE DE VISTA OESTE - EMDEN RD,"Not Posted, Both Sides Tue",
5,BLANTON CT,11850 - 11899,BEGIN - BLANTON LN,"Not Posted, Both Sides Even Month 2nd Thu",
5,BLANTON LN,12250 - 12299,BEGIN - BLANTON CT,"Not Posted, Both Sides Even Month 2nd Thu",
5,BLANTON LN,12300 - 12349,BLANTON CT - BRIDGEWOOD WY,"Not Posted, Both Sides Even Month 2nd Thu",
5,BLANTON LN,12350 - 12379,BRIDGEWOOD WY - BRIARDALE WY,"Not Posted, Both Sides Even Month 2nd Thu",
5,BLAZEWOOD PL,11210 - 11259,BLAZEWOOD WY - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,BLAZEWOOD WY,16000 - 16059,TURTLEBACK RD - BLAZEWOOD PL,"Not Posted, Both Sides Even Month 3rd Fri",
5,BLAZEWOOD WY,16060 - 16099,BLAZEWOOD PL - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,BLUE CYPRESS DR,11200 - 11299,SPRING CANYON RD - MANDRAKE PT,"Not Posted, Both Sides Even Month 4th Fri",
5,BLUE CYPRESS DR,11300 - 11499,MANDRAKE PT - CYPRESS CANYON RD,"Not Posted, Both Sides Even Month 4th Fri",
5,BLUE DIAMOND CT,12000 - 12049,BEGIN - ANGELIQUE ST,"Not Posted, Both Sides Even Month 4th Fri",
5,BLUE SUMMIT CT,10400 - 10499,BEGIN - RAEDENE WY,"Not Posted, Both Sides Even Month 1st Fri",
5,BLUET PT,11500 - 11529,SPRUCE RUN DR - END,"Not Posted, Both Sides Even Month 4th Fri",
5,BOCAGE PT,17550 - 17599,DRAYTON HALL WY - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,BODEGA CT,12400 - 12459,BEGIN - FRONDOSO DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BODEGA PL,12400 - 12459,BEGIN - FRONDOSO DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BODEGA RD,12450 - 12499,FRONDOSO DR - POMERADO RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BODEGA WY,12460 - 12479,BEGIN - FRONDOSO DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,BODIE CT,13600 - 13629,BEGIN - CALLE TRAGAR,"Not Posted, Both Sides Even Month 4th Fri",
5,BOLERO DR,12000 - 12022,LOMICA DR - CALLADO RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BONJON LN,10800 - 10999,BEGIN - FRANK DANIELS WY,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BOOMER CT,13230 - 13299,RIFE WY - END,"Not Posted, Both Sides Even Month 2nd Thu",
5,BOTERO DR,17000 - 17099,BEGIN - OCULTO RD,"Not Posted, Both Sides Even Month 3rd Fri",
5,BOTERO DR,17100 - 17139,OCULTO RD - POBLADO RD,"Not Posted, Both Sides Even Month 3rd Fri",
5,BOTERO DR,17140 - 17199,POBLADO RD - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,BOULTON AV,11600 - 11699,WINDCREST LN - MONTFORT CT,"Not Posted, Both Sides Odd Month 1st Fri",
5,BOULTON AV,11700 - 11799,MONTFORT CT - CARMEL RIDGE RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,BOULTON AV,11800 - 11849,CARMEL RIDGE RD - LEWISTON ST,"Not Posted, Both Sides Odd Month 1st Fri",
5,BOURBON CT,9900 - 9999,IRONWOOD RD - END,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BOURGEOIS WY,14200 - 14395,STARGAZE AV - CTE LAMPARA,"Not Posted, Both Sides Even Month 2nd Thu",
5,BOURGEOIS WY,14396 - 14399,MEDIATRICE LN - CTE LAMPARA,"Not Posted, Both Sides Even Month 2nd Thu",
5,BOX ELDER PL,11400 - 11499,CATTAIL RD - BOX ELDER WY,"Not Posted, Both Sides Even Month 3rd Fri",
5,BOX ELDER WY,11500 - 11569,BOX ELDER PL - CATTAIL RD,"Not Posted, Both Sides Even Month 3rd Fri",
5,BOX ELDER WY,11570 - 11599,CATTAIL RD - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,BRACKEN FERN CV,11400 - 11499,ASH CREEK PL - END,"Not Posted, Both Sides Even Month 4th Fri",
5,BRANFORD RD,10000 - 10099,RIVERHEAD DR - FREEPORT RD,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRAVATA CT,18800 - 18829,LUNADA PL - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,BRECKENRIDGE DR,10650 - 10669,ASPENDELL DR - WELLSONA CT,"Not Posted, Both Sides Even Month 1st Fri",
5,BRECKENRIDGE DR,10670 - 10749,WELLSONA CT - RAEDENE WY,"Not Posted, Both Sides Even Month 1st Fri",
5,BRECKENRIDGE DR,10750 - 10799,RAEDENE WY - LONGDALE PL,"Not Posted, Both Sides Even Month 1st Fri",
5,BRECKENRIDGE DR,10800 - 11099,LONGDALE PL - WESTWARD CT,"Not Posted, Both Sides Even Month 1st Fri",
5,BRECKENRIDGE DR,11100 - 11249,WESTWARD CT - WINDING RIDGE DR,"Not Posted, Both Sides Even Month 1st Fri",
5,BRECKENRIDGE WY,11250 - 11349,BRECKENRIDGE DR - END,"Not Posted, Both Sides Even Month 1st Fri",
5,BREEZEWAY PL,14200 - 14299,BEGIN - CEDARHURST LN,"Not Posted, Both Sides Odd Month 1st Fri",
5,BREEZEWAY PL,14300 - 14341,CEDARHURST LN - SEAGLASS CT,"Not Posted, Both Sides Odd Month 1st Fri",
5,BREEZEWAY PL,14342 - 14399,SEAGLASS CT - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,BREWSTER CT,11900 - 11939,CARMEL RIDGE RD - LEWISTON ST,"Not Posted, Both Sides Odd Month 1st Fri",
5,BREWSTER CT,11940 - 11999,LEWISTON ST - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,BRIAR KNOLL WY,12200 - 12249,SPRINGBROOK DR - MEADOW GRASS LN,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRIARCLIFF DR,11050 - 11099,BROOKTREE TR - BRIARCLIFF WY,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BRIARCLIFF DR,11100 - 11199,BRIARCLIFF WY - SOUTHERN PINE PL,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BRIARCLIFF DR,11200 - 11249,SOUTHERN PINE PL - WOODCHUCK PT,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BRIARCLIFF DR,11250 - 11299,WOODCHUCK PT - MTN GLEN TR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BRIARCLIFF WY,10400 - 10479,SOUTHRIDGE WY - BRIARCLIFF DR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BRIARDALE WY,12200 - 12349,SPRINGHURST DR - BLANTON LN,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRIARDALE WY,12350 - 12399,BLANTON LN - END,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRIARLEAF WY,11900 - 11949,BEGIN - HARNESS PT,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRIARLEAF WY,11950 - 11999,HARNESS PT - ASHLEY PL,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRIARLEAF WY,12000 - 12049,ASHLEY PL - DAPPLE CT,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRIARLEAF WY,12050 - 12099,DAPPLE CT - MTN PASS RD,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRIARLEAF WY,12100 - 12149,MTN PASS RD - HALFOAK TR,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRIARLEAF WY,12150 - 12199,HALFOAK TR - ALPINE TR,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRIDGECREST LN,12450 - 12499,TRAILBROOK LN - SOUTHBROOK CT,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRIDGECREST LN,12500 - 12549,SOUTHBROOK CT - CREEKSTONE LN,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRIDGEWOOD WY,11850 - 11899,SPRINGHURST DR - BLANTON LN,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRIGHTON RIDGE CT,10700 - 10727,HELMER LN - END,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BROKEN BOW CT,17000 - 17029,RANCHO BERNARDO RD - VIA DEL CAMPO,"Not Posted, Both Sides Even Month 3rd Fri",
5,BROKEN BOW CT,17030 - 17099,VIA DEL CAMPO - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,BROOKTREE TR,10400 - 10479,BEGIN - BRIARCLIFF DR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BROOKTREE TR,10480 - 10499,BRIARCLIFF DR - SCRIPPS LAKE DR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BROOKVIEW LN,10660 - 10799,BEGIN - GRAYFOX DR,"Not Posted, Both Sides Odd Month 2nd Thu",
5,BRUYERE CT,13850 - 13899,BEGIN - LETHBRIDGE WY,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRUYERE CT,13900 - 13929,LETHBRIDGE WY - END,"Not Posted, Both Sides Even Month 2nd Thu",
5,BRYN GLEN CT,13970 - 13989,BEGIN - BRYN GLEN WY,"Not Posted, Both Sides Even Month 3rd Fri",
5,BRYN GLEN WY,8200 - 8259,BEGIN - BRYN GLEN CT,"Not Posted, Both Sides Even Month 3rd Fri",
5,BRYN GLEN WY,8260 - 8349,BRYN GLEN CT - CAM DEL SUR,"Not Posted, Both Sides Even Month 3rd Fri",
5,BUSINESSPARK AV,9650 - 9699,BEGIN - OLD GROVE RD,"Not Posted, Both Sides Thu",
5,BUSINESSPARK AV,9700 - 9799,OLD GROVE RD - WILLOW CREEK RD,"Not Posted, Both Sides Thu",
5,BUSINESSPARK AV,9800 - 9899,WILLOW CREEK RD - CARROLL CANYON RD,"Not Posted, Both Sides Thu",
5,BUSINESSPARK AV,9900 - 9999,CARROLL CANYON RD - END,"Not Posted, Both Sides Thu",
5,BUTANO CT,8700 - 8749,BUTANO WY - END,"Not Posted, Both Sides Even Month 4th Fri",
5,BUTANO WY,13700 - 13729,SPARREN WY - BUTANO CT,"Not Posted, Both Sides Even Month 4th Fri",
5,BUTANO WY,13730 - 13829,BUTANO CT - END,"Not Posted, Both Sides Even Month 4th Fri",
5,CABELA DR,17400 - 17469,MATINAL RD - LUZ RD,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABELA DR,17470 - 17529,LUZ RD - CABELA PL,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABELA DR,17530 - 17579,CABELA PL - LUZ PL,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABELA DR,17580 - 17629,LUZ PL - DUENDA RD,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABELA DR,17630 - 17699,DUENDA RD - ALIENTO CT,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABELA DR,17700 - 17749,ALIENTO CT - ESCOBA PL,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABELA DR,17750 - 17799,ESCOBA PL - DANZA CR,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABELA DR,17800 - 17849,DANZA CR - PALITO CT,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABELA DR,17850 - 17899,PALITO CT - SEDERO CT,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABELA DR,17900 - 17929,SEDERO CT - NEVOSO WY,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABELA DR,17930 - 17969,NEVOSO WY - GRILLO CT,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABELA DR,17970 - 18009,GRILLO CT - ALCALDE CT,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABELA DR,18010 - 18049,ALCALDE CT - AGUAMIEL RD,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABELA PL,11400 - 11499,BEGIN - CABELA DR,"Not Posted, Both Sides Even Month 3rd Fri",
5,CABEZON PL,12500 - 12549,PASEO MONTRIL - BENAVENTE ST,"Not Posted, Both Sides Even Month 2nd Thu",
5,CABEZON PL,12550 - 12699,BENAVENTE ST - END,"Not Posted, Both Sides Even Month 2nd Thu",
5,CADLEY CT,9150 - 9199,MEADOWRUN ST - END,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALDAS DE REYES,15400 - 15599,CALLE PUEBLITO - ALCACER DEL SOL,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALDAS DE REYES,15600 - 15699,BEGIN - CALLE PUEBLITO,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALDERON CT,8400 - 8449,BEGIN - CALDERON RD,"Not Posted, Both Sides Even Month 4th Fri",
5,CALDERON RD,13350 - 13399,CARMEL MTN RD - ENTREKEN WY,"Not Posted, Both Sides Even Month 4th Fri",
5,CALDERON RD,13400 - 13499,ENTREKEN WY - ELLINGHAM ST,"Not Posted, Both Sides Even Month 4th Fri",
5,CALDERON RD,13500 - 13599,ELLINGHAM ST - CALDERON CT,"Not Posted, Both Sides Even Month 4th Fri",
5,CALDERON RD,13600 - 13649,CALDERON CT - RUSSET LEAF LN,"Not Posted, Both Sides Even Month 4th Fri",
5,CALENDA RD,11100 - 11399,LIBERTAD DR - POBLADO RD,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALETA WY,12440 - 12499,BEGIN - GRANDEE PL,"Not Posted, Both Sides Odd Month 1st Fri",
5,CALLADO CT,16720 - 16766,CALLADO RD - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,CALLADO RD,11900 - 11919,ACENA DR - CALLADO CT,"Not Posted, Both Sides Odd Month 1st Fri",
5,CALLADO RD,11920 - 11999,CALLADO CT - DIEGO DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,CALLADO RD,12000 - 12049,DIEGO DR - PASTORAL RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,CALLADO RD,12050 - 12079,PASTORAL RD - BOLERO DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,CALLADO RD,12080 - 12129,BOLERO DR - CASERO RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,CALLADO RD,12130 - 12199,CASERO RD - HISPANO DR,"Not Posted, Both Sides Odd Month 1st Fri",
5,CALLE ABUELITO,12920 - 12999,BEGIN - VIA DEL SUD,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALLE ASTURTAS,15500 - 15569,ALCACER DEL SOL - VIA GALACIA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE ASTURTAS,15570 - 15599,VIA GALACIA - CALLE CHARMONA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE CABALLEROS,13000 - 13199,VIA DEL SUD - AVNDA DE LA CANTINA,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALLE CHARMONA,12600 - 12619,CALLE PUEBLITO - CALLE ASTURTAS,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE CHARMONA,12620 - 12699,CALLE ASTURTAS - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE CORTITA,12590 - 12599,PLAZA DESTACADO - PASEO DEL VERANO,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE DE LAS ROSAS,12700 - 12729,SALMON RIVER RD - ORANGEBURG AV,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALLE DE LAS ROSAS,12730 - 12799,ORANGEBURG AV - LA TORTOLA,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALLE DE LAS ROSAS,12800 - 12999,LA TORTOLA - LA TORTOLA,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALLE DE LAS ROSAS,13000 - 13099,LA TORTOLA - VIA LA CANTERA,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALLE DE LAS ROSAS,13100 - 13199,VIA LA CANTERA - RANCHO PENASQUITOS BL,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALLE DE LOS NINOS,13000 - 13199,AVNDA DEL GENERAL - END,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALLE DE MARIA,12000 - 12129,CASERO RD - SAN SALVADOR RD,"Not Posted, Both Sides Odd Month 1st Fri",
5,CALLE DE NEWMAN,14550 - 14599,BEGIN - CALLE DE VISTA OESTE,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALLE DE VISTA OESTE,9200 - 9219,BLACK MTN RD - CALLE DE NEWMAN,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALLE DE VISTA OESTE,9220 - 9299,CALLE DE NEWMAN - END,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALLE ESTEPONA,18000 - 18069,CAM RAMILLETTE - CTE DE ESTEPONA,"Not Posted, Both Sides Odd Month 1st Fri",
5,CALLE ESTEPONA,18070 - 18199,CTE DE ESTEPONA - VIA NASCA,"Not Posted, Both Sides Odd Month 1st Fri",
5,CALLE JUANITO,15020 - 15099,BEGIN - AVNDA MARIA,"Not Posted, Both Sides Odd Month 1st Fri",
5,CALLE JUANITO,15100 - 15399,AVNDA MARIA - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,CALLE NOBLEZA,11740 - 11749,AVNDA NOBLEZA - BERNARDO HEIGHTS PY,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE NUBLADO,14400 - 14499,BEGIN - MALER RD,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALLE PARACHO,11500 - 11699,AVNDA VENUSTO - CALLE VIVIENDA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE PARRAL,11800 - 11999,AVNDA SIVRITA - AVNDA VENUSTO,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE PERICO,8800 - 8889,SPARREN AV - END,"Not Posted, Both Sides Even Month 4th Fri",
5,CALLE PUEBLITO,15300 - 15349,PASEO LUCIDO - VIA CALANOVA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE PUEBLITO,15350 - 15399,VIA CALANOVA - VIA MARCHENA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE PUEBLITO,15400 - 15599,VIA MARCHENA - CALDAS DE REYES,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE PUEBLITO,15600 - 15619,CALDAS DE REYES - CALLE CHARMONA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE PUEBLITO,15620 - 15699,CALLE CHARMONA - AVNDA VILLAHA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE PULIDO,16400 - 16599,AVNDA CONSENTIDO - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE SAUCILLO,12200 - 12249,AVNDA ALCACHOFA - AVNDA RORRAS,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE SAUCILLO,12250 - 12299,AVNDA RORRAS - PASEO LUCIDO,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE SUNTUOSO,11900 - 11960,AVNDA SUAVIDAD - VIA EMBELESO,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE TAMEGA,12500 - 12649,CAMTO TAMEGA - AVNDA VILLAHA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE TRAGAR,8770 - 8799,BEGIN - SPARREN AV,"Not Posted, Both Sides Even Month 4th Fri",
5,CALLE TRAGAR,8800 - 8839,SPARREN AV - BODIE CT,"Not Posted, Both Sides Even Month 4th Fri",
5,CALLE TRAGAR,8840 - 8899,BODIE CT - END,"Not Posted, Both Sides Even Month 4th Fri",
5,CALLE VIVIENDA,11700 - 11739,CALLE PARACHO - VIA CHONA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE VIVIENDA,11740 - 11769,VIA CHONA - VIA MEDANOS,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE VIVIENDA,11770 - 11799,VIA MEDANOS - CTE MORITA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE VIVIENDA,11800 - 11879,CTE MORITA - CTE GUERA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLE VIVIENDA,11880 - 11969,CTE GUERA - AVNDA VENUSTO,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALLEJON MUSICA,14400 - 14499,BEGIN - MALER RD,"Not Posted, Both Sides Even Month 2nd Thu",
5,CALMA CT,12630 - 12699,BEGIN - ALONDRA DR,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALMA CT,12700 - 12719,ALONDRA DR - VINARUZ PL,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALMA CT,12720 - 12749,VINARUZ PL - MANRESA CT,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALMA CT,12750 - 12799,MANRESA CT - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,CALVADOS PL,13550 - 13649,SHOAL SUMMIT DR - END,"Not Posted, Both Sides Odd Month 1st Fri",
5,CAM ABROJO,10900 - 10999,CAM CODORNIZ - CTE LAGARTO,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM ABROJO,11000 - 11059,CTE LAGARTO - CAM ARMILLA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM ABROJO,11060 - 11099,CAM ARMILLA - END,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM ANCHO,0 - 0,CAM RAMILLETTE - RUEDA MELILLA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM ANCHO,17600 - 17699,RUEDA MELILLA - VIA SOBRADO,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM ANCHO,17700 - 17799,VIA SOBRADO - PASEO DEL VERANO NOR,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM ARMILLA,15800 - 15829,CAM ABROJO - AVNDA DE LOS LOBOS,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM CODORNIZ,15700 - 15799,BEGIN - CAM ABROJO,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM CODORNIZ,15800 - 15839,CAM ABROJO - CTE CALANDRIA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM CODORNIZ,15840 - 15899,CTE CALANDRIA - CTE CODORNIZ,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM CODORNIZ,15900 - 15999,CTE CODORNIZ - AVNDA ABEJA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM CRISALIDA,15700 - 15799,BEGIN - CTE CRISALIDA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM CRISALIDA,15800 - 15899,CTE CRISALIDA - TRZA FLORACION,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM CRISALIDA,15900 - 15999,TRZA FLORACION - BERNARDO CENTER DR,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM DE LA BRECCIA,12720 - 12749,BEGIN - AVNDA CORDILLERA,"Not Posted, Both Sides Odd Month 1st Fri",
5,CAM DE LA BRECCIA,12750 - 12769,AVNDA CORDILLERA - CTE HUASCO,"Not Posted, Both Sides Odd Month 1st Fri",
5,CAM DE LA BRECCIA,12770 - 12899,CTE HUASCO - AVNDA ALOZDRA,"Not Posted, Both Sides Odd Month 1st Fri",
5,CAM DE LA LUNA,14500 - 14649,PRIVATE RD - CAM DE LA ROSA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM DE LA ROSA,7450 - 7499,ESPLANDE SANTA - CAM DE LA LUNA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM DE LA ROSA,7500 - 7539,CAM DE LA LUNA - VIA FIESTA,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM DE LA ROSA,7540 - 7599,VIA FIESTA - LAZANJA DR,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM DEL NORTE,14300 - 14599,WORLD TRADE DR - CARMEL MTN RD,"Not Posted, Both Sides Tue",
5,CAM DEL NORTE,14600 - 15899,CARMEL MTN RD - PASEO MONTANOSO,"Not Posted, Both Sides Tue",
5,CAM DEL NORTE,15900 - 15999,PASEO MONTANOSO - BERNARDO CENTER DR,"Not Posted, Both Sides Tue",
5,CAM DEL NORTE,16000 - 16899,BERNARDO CENTER DR - CITY BOUNDARY,"Not Posted, Both Sides Mon",
5,CAM DEL SUELO,13700 - 13779,SPARREN WY - CLATSOP LN,"Not Posted, Both Sides Even Month 4th Fri",
5,CAM DEL SUELO,13780 - 13799,CLATSOP LN - CLATSOP WY,"Not Posted, Both Sides Even Month 4th Fri",
5,CAM DEL SUELO,13800 - 13899,CLATSOP WY - SPARREN AV,"Not Posted, Both Sides Even Month 4th Fri",
5,CAM DEL SUR,13000 - 13349,TORREY SANTA FE RD - TORREY MEADOWS DR,"Not Posted, Both Sides Tue",
5,CAM DEL SUR,13350 - 13849,TORREY MEADOWS DR - WATSON RANCH RD,"Not Posted, Both Sides Tue",
5,CAM DEL SUR,13850 - 13899,WATSON RANCH RD - BRYN GLEN WY,"Not Posted, Both Sides Tue",
5,CAM DEL SUR,13900 - 14199,BRYN GLEN WY - CARMEL VALLEY RD,"Not Posted, Both Sides Tue",
5,CAM DEL SUR,14200 - 14549,CARMEL VALLEY RD - LAZANJA DR,"Not Posted, Both Sides Tue",
5,CAM DEL SUR,14550 - 14699,LAZANJA DR - VIA VERRAZZANO,"Not Posted, Both Sides Tue",
5,CAM DEL SUR,14700 - 14799,VIA VERRAZZANO - VIA AZUL,"Not Posted, Both Sides Tue",
5,CAM DEL SUR,14800 - 14899,VIA AZUL - SAN DIEGUITO RD,"Not Posted, Both Sides Tue",
5,CAM DEL SUR,14900 - 14999,SAN DIEGUITO RD - DEL SUR CT,"Not Posted, Both Sides Tue",
5,CAM EMPARRADO,12500 - 12569,CAM VUELO - CTE EMPARRADO,"Not Posted, Both Sides Odd Month 1st Fri",
5,CAM EMPARRADO,12570 - 12589,CTE EMPARRADO - PLAZA VALDIVIA,"Not Posted, Both Sides Odd Month 1st Fri",
5,CAM EMPARRADO,12590 - 12599,PLAZA VALDIVIA - PLAZA AHORA,"Not Posted, Both Sides Odd Month 1st Fri",
5,CAM EMPARRADO,12600 - 12689,PLAZA AHORA - SENDA ACANTILADA,"Not Posted, Both Sides Odd Month 1st Fri",
5,CAM EMPARRADO,12690 - 12699,SENDA ACANTILADA - PASEO DEL VERANO NOR,"Not Posted, Both Sides Odd Month 1st Fri",
5,CAM EMPARRADO,12700 - 12899,PASEO DEL VERANO NOR - CTE BARQUERO,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM EMPARRADO,12900 - 12969,CTE BARQUERO - CAM MURRILLO,"Not Posted, Both Sides Even Month 3rd Fri",
5,CAM EMPARRADO,12970 - 12999,CAM MURRILLO - END,"Not Posted, Both Sides Even Month 3rd Fri",
